250 17
500 18
750 20
1000 21
1250 22
1500 24
1750 24
2000 24
2250 25
2500 24
2750 26
3000 25
3250 26
3500 27
3750 27
4000 28
4250 28
4500 28
4750 28
5000 28
5250 29
5500 28
5750 28
6000 30
6250 28
6500 30
6750 29
7000 29
7250 29
7500 29
7750 30
8000 30
8250 30
8500 31
8750 30
9000 30
9250 30
9500 31
9750 30
10000 31
